Coin_id,Grade,Description,Qty,Certification_no,Ownership,Grading_Serv,Type
2CWBGT,**,2 Coin Wood Display Box with Glass Top **,5,,104,Other,B
4CWBGT,**,4 Coin Wood Display Box with Glass Top **,5,,104,Other,B
SET221,70,2021 $1 Silver American Eagle Type 2 MS70,5,,104,,
SEW221,70,2021-W $1 Silver American Eagle Burnished Type 2 MS70,5,,104,NGC,
CMLQ24,BU,2024 1/4oz Gold Canadian Maple Leaf BU,5,,104,Other,
DTSR01,BU,1oz Donald Trump Silver BU,5,,104,Other,B
892348,70,2022-W $1 Silver American Eagle PR70,5,,104,Other,
212723,70,2023-S $1 Morgan Silver Dollar CAC Graded PR70,5,,104,CAC Grading,
521459,69,2014 $1 Silver American Eagle MS69,5,,104,Other,
NRAHC1,**,NRA Challenge Coin Set 1st National **,5,,104,,
PCGS20,**,Plastic PCGS 20 Coin Box **,5,,108,Other,B
541573,BU,2015-W $1 Silver American Eagle Burnished BU,5,,104,Other,
SGBF24,70,2024 5 oz Silver Britannia and Liberty PR70,5,,104,Other,
BRIT25,BU,2025 1oz Silver Britannia BU,5,,104,,B
AFSB01,**,1oz American Flag Silver Bar **,5,,104,,B
009954,69,2001 $1 Silver American Eagle MS69,5,,108,NGC,
BRIT19,BU,2019 1oz Silver Britannia BU,5,,104,,B
009887,69,1995-W $1 Silver American Eagle PR69,5,,104,CAC Grading,
966147,70,2024-S $1 Morgan Dollar PR70,5,,108,NGC,
BUFSH1,BU,1/2oz Buffalo Silver Round BU,5,,104,,B
854431,70,2021-S $1 Silver American Eagle Type 2 PR70,5,,104,Other,
885721,70,2021-W $1 Silver American Eagle Type 2 PR70,4,,104,Other,
RDMD23,70,2023 $1 Morgan Dollar Ron Drzewucki Signature MS70,4,,108,CAC Grading,
PFDP23,70,2023-S $1 Peace Dollar CAC PR70,4,,104,CAC Grading,
1CWBGT,**,1 Coin Wood Display Box with Glass Top **,4,,104,Other,B
877714,69,2021 $1 Peace Dollar MS69,4,,104,NGC,
pand15,BU,2015 1oz Silver Panda BU,4,,104,,B
521925,70,2014 (W) $1 Silver American Eagle MS70,4,,104,PCGS,
006668,65,1954-D 50C Franklin Half Dollar MS65,4,,104,PCGS,
SARP20,69,2020-S $1 Silver American Eagle PR69,4,,104,Other,B
5CWBGT,**,5 Coin Wood Display Box with Glass Top **,4,,104,Other,B
GAPH25,BU,2025 1oz Gold Austrian Philharmonic BU,4,,104,Other,B
GAKT25,BU,2025 1/10oz Gold Australian Kangaroo BU,4,,104,Other,B
925284,70,2023-S $1 Peace Dollar PR70,4,,104,NGC,
PTBAB1,**,Proud to Be an American **,4,,108,,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,4,,104,Other,
923819,70,2023-S $1 Peace Dollar Reverse Proof PR70,4,,104,NGC,
KILOB1,**,1 Kilo Silver Bar **,4,,108,Other,B
DTSE20,69,2020 $1 Silver American Eagle Trump Label MS69,4,,104,,B
GAET23,BU,2023 $5 Gold American Eagle BU,4,,104,Other,B
006707,66,1964-D 50C Kennedy Half Dollar MS66,4,,104,,
SESS12,BU,2012-S $1 Silver American Eagle 2 Coin Set BU,4,,104,Other,
SRDMD1,BU,1oz Morgan Dollar Silver Round BU,4,,104,,B
908697,70,2022-S $1 Silver American Eagle PR70,4,,104,CAC Grading,
009808,69,1987 $1 Silver American Eagle MS69,4,,104,,
966146,70,2024-S $1 Peace Dollar PR70,4,,108,NGC,
006706,65,1964 50C Kennedy Half Dollar MS65,4,,104,Other,B
006707,65,1964-D 50C Kennedy Half Dollar MS65,4,,104,,
57052N,69,2016 $1 Silver American Eagle NGC MS69,4,,104,NGC,
JKD025,**,$25 Bag Of 90% Silver **,4,,104,Other,B
MDFD23,70,2023 $1 Morgan Silver Dollar CAC FD MS70,4,,104,Other,
GAE025,BU,2025 $50 Gold American Eagle BU,4,,104,,B
006669,65,1954-S 50C Franklin Half Dollar MS65,4,,104,NGC,
006669,65,1954-S 50C Franklin Half Dollar MS65,4,,104,Other,
ASS225,BU,2025 2 oz Silver Australian Lunar Snake BU,4,,104,Other,B
148057,BU,2007 D $1 Thomas Jefferson BU,4,,104,,
006670,65,1955 50C Franklin Half Dollar MS65,4,,104,PCGS,
009929,**,1998 $1 Silver American Eagle **,4,,104,Other,
592719,69,2016 $1 Silver Eagle Wayne La Pierre Facs Sig MS69,4,,104,Other,B
PPHA21,70,2021 $1 Peace Dollar NGC Adv. Rel. MS70,3,,104,NGC,
917898,70,2023-W $1 Silver American Eagle PR70,3,,104,NGC,
417875,BU,2010 $1 Abe Lincoln 1st Day BU,3,,104,NGC,
GAET25,BU,2025 $5 Gold American Eagle BU,3,,104,Other,B
DTSE20,70,2020 $1 Silver American Eagle Trump Label MS70,3,,104,Other,B
sbe100,**,100 oz Engelhard Silver Bar **,3,,104,,B
CMSL17,BU,2017 $5 Canada Silver Lynx BU,3,,104,,B
BRSE19,69,2019 $1 Silver American Eagle Betsy Ross Label MS69,3,,104,Other,
SRDDT1,BU,2020 1oz Donald Trump Silver Round BU,3,,104,Other,B
415532,70,2010 $1 Silver American Eagle MS70,3,,108,CAC Grading,
505220,69,2011 $1 Silver American Eagle MS69,3,,104,CAC Grading,
212728,70,2023-S $1 Morgan Dollar Rev PR CAC Graded PR70,3,,104,CAC Grading,
NRA022,BU,2022 1oz NRA Silver Round BU,3,,104,Other,B
695564,70,2019-P $1 Apollo 11 50th Anniversary PR70,3,,104,,B
925283,70,2023 $1 Peace Dollar MS70,3,,104,Other,
sftf01,BU,1oz Stand for the Flag Silver Bar BU,3,,104,Other,B
SNOW23,BU,1oz Snowman Silver Round BU,3,,104,Other,B
691109,69,2019-W $1 Silver American Eagle PR69,3,,104,Other,B
509770,70,2012 $1 Silver American Eagle MS70,3,,108,NGC,
505220,69,2011 $1 Silver American Eagle MS69,3,,104,NGC,
AMCF25,BU,1oz AMAC 1st Responders Fire and Rescue Silver Round BU,3,,108,Other,B
877711,69,2021-D $1 Morgan Dollar MS69,3,,104,NGC,
656449,70,2018 $1 Silver American Eagle MS70,3,,104,NGC,
656449,BU,2018 $1 Silver American Eagle BU,3,,104,Other,B
SKRU24,BU,2024 1oz South African Silver Krugerrand BU,3,,104,Other,B
STEEL1,**,1C Steel Penny **,3,,104,,
39MMCF,**,39mm Crystal Flip **,3,,104,,
AGTS19,**,SS Central America Book **,3,,104,,B
AHSB10,**,10 oz Asahi Silver Bar **,3,,104,Other,
GBRT25,BU,2025 1/10oz Gold Britannia BU,3,,108,Other,B
006667,65,1954 50C Franklin Half Dollar MS65,3,,104,PCGS,
SRDSG1,BU,1oz Saint Design Silver Round BU,3,,104,,B
GSAE24,69,2024 $1 Silver American Eagle Green Core MS69,3,,104,NGC,
CSML25,BU,2025 1oz Silver Canadian Maple Leaf BU,3,,104,Other,B
AFSBC1,**,1oz Colorized American Flag Silver Bar **,3,,104,Other,B
GRSB05,**,5 oz Germania Mint Silver Bar **,3,,104,Other,
BUFSR1,BU,1oz Buffalo Silver Round BU,3,,108,Other,B
NRAV19,BU,2019 1oz NRA Veterans Silver Round BU,3,,104,Other,B
PLAT25,70,2025-W $100 Plat Amer Eag Right to Petition Adv Rel 70,3,,108,CAC Grading,
GAET24,BU,2024 $5 Gold American Eagle BU,3,,108,Other,B
009929,70,1998 $1 Silver American Eagle MS70,3,,104,CAC Grading,
jks014,70,2014 50C Kennedy Half Dollar Set 70,3,,104,,
799976,70,2006-W $1 Silver American Eagle PR70,3,,108,CAC Grading,
DTFSR1,BU,1oz Donald Trump Fight Silver Round BU,3,,104,,B
DTSE20,70,2020 $1 Silver American Eagle Trump Label MS70,3,,104,,B
009886,70,1995 $1 Silver American Eagle MS70,3,,104,CAC Grading,
KRUG01,BU,1 oz South African Silver Krugerrand BU,3,,108,Other,
148052,BU,2007 $1 George Washington BU,3,,104,,
687168,BU,2019 $1 Silver American Eagle BU,3,,104,,B
GBPH01,**,1oz Perth Mint Gold Bar **,3,,104,Other,B
008975,61,1875-S $20 Liberty Gold MS61,2,82968918,104,PCGS,
007950,62,1926 $2.50 Indian Gold MS62,2,81618210,104,PCGS,
009014,58,1890-CC $20 Liberty Gold AU58,2,60149098,104,PCGS,
008872,62,1912-S $10 Indian Gold MS62,2,56217902,104,NGC,
007950,62,1926 $2.50 Indian Gold MS62,2,50761879,104,PCGS,
009045,63,1904 $20 Liberty Gold MS63,2,50697029,108,PCGS,
007950,62,1926 $2.50 Indian Gold MS62,2,49964633,104,PCGS,
008976,62,1876 $20 Liberty Gold MS62,2,49952889,108,PCGS,
346947,70,2024-W $50 Gold American Eagle Proof 70,2,486810353,104,CAC Grading,
009045,63,1904 $20 Liberty Gold MS63,2,46753306,108,PCGS,
009052,62,1907 $20 Liberty Gold LIBERTY MS62,2,46473808,104,PCGS,
009052,62,1907 $20 Liberty Gold LIBERTY MS62,2,46473450,104,PCGS,
008975,60,1875-S $20 Liberty Gold MS60,2,46354264,104,PCGS,
008972,58,1874-S $20 Liberty Gold AU58,2,46084671,104,PCGS,
008967,60,1873 $20 Liberty Gold OPEN 3 MS60,2,45001216,104,PCGS,
008975,61,1875-S $20 Liberty Gold MS61,2,43836716,108,PCGS CAC,
009045,62,1904 $20 Liberty Gold MS62,2,42911883,104,PCGS,
009052,62,1907 $20 Liberty Gold LIBERTY MS62,2,42672697,104,PCGS,
009052,62,1907 $20 Liberty Gold LIBERTY MS62,2,38063112,104,NGC,
009053,63,1907-D $20 Liberty Gold MS63,2,377759002,108,NGC,
008872,62,1912-S $10 Indian Gold MS62,2,36273518,104,PCGS,
007949,65,1925-D $2.50 Indian Gold MS65,2,34112594,104,PCGS,
009052,62,1907 $20 Liberty Gold LIBERTY MS62,2,32675880,104,PCGS,
009052,62,1907 $20 Liberty Gold LIBERTY MS62,2,31925622,104,PCGS,
007949,65,1925-D $2.50 Indian Gold MS65,2,3064122001,104,NGC,
009177,66,1924 $20 Saint Gaudens MS66,2,27240009,104,NGC,
007949,65,1925-D $2.50 Indian Gold MS65,2,2019137009,104,NGC,
089975,69,2005 $1 SAE First Strike MS69,2,1990073058,104,,
007942,62,1911 $2.50 Indian Gold MS62,2,1969235008,108,NGC,
008961,53,1871-CC $20 Liberty Gold AU53,2,1947415001,108,NGC,
008972,58,1874-S $20 Liberty Gold AU58,2,1849487009,108,NGC,
007949,65,1925-D $2.50 Indian Gold MS65,2,1804875008,104,NGC,
007942,62,1911 $2.50 Indian Gold MS62,2,1753044023,108,NGC,
007950,63,1926 $2.50 Indian Gold MS63,2,1706582005,108,NGC,
007942,62,1911 $2.50 Indian Gold MS62,2,16227418,104,PCGS,
008975,61,1875-S $20 Liberty Gold MS61,2,16101438,104,PCGS,
007949,65,1925-D $2.50 Indian Gold MS65,2,1579375006,104,NGC,
007950,62,1926 $2.50 Indian Gold MS62,2,1500021003,104,NGC,
009142,63,1908 $20 Saint Gaudens NO MOTTO MS63,2,13691066,104,PCGS,
009045,62,1904 $20 Liberty Gold MS62,2,13168479,104,PCGS,
009142,63,1908 $20 Saint Gaudens NO MOTTO MS63,2,12426069,104,PCGS,
007942,62,1911 $2.50 Indian Gold MS62,2,11964157,108,PCGS,
009177,63,1924 $20 Saint Gaudens MS63,2,11829644,104,PCGS,
009052,62,1907 $20 Liberty Gold LIBERTY MS62,2,05563304,104,PCGS,
009053,63,1907-D $20 Liberty Gold MS63,2,03450446,108,PCGS,
009052,62,1907 $20 Liberty Gold LIBERTY MS62,2,03437911,104,PCGS,
009045,63,1904 $20 Liberty Gold MS63,2,008332919025,108,NGC,
009177,63,1924 $20 Saint Gaudens MS63,2,008160495011,104,NGC,
007950,63,1926 $2.50 Indian Gold MS63,2,006862025009,108,NGC,
007942,62,1911 $2.50 Indian Gold MS62,2,006816011004,108,NGC,
007942,62,1911 $2.50 Indian Gold MS62,2,006815882002,108,NGC,
925280,70,2023-S $1 Morgan Silver Dollar PR70,2,006803334157,104,NGC,
008872,62,1912-S $10 Indian Gold MS62,2,006613690001,104,NGC,
009045,63,1904 $20 Liberty Gold MS63,2,006579315009,104,NGC,
008511,64,1908-D $5 Indian Gold MS64,2,006329326004,108,NGC,
007950,63,1926 $2.50 Indian Gold MS63,2,005705018003,108,NGC,
007950,63,1926 $2.50 Indian Gold MS63,2,004925851008,108,NGC,
008976,61,1876 $20 Liberty Gold MS61,2,004744196034,104,NGC,
009186,65,1927 $20 Saint Gaudens MS65,2,004640562011,108,NGC,
007950,62,1926 $2.50 Indian Gold MS62,2,004397159006,104,NGC,
009045,63,1904 $20 Liberty Gold MS63,2,004300385004,108,NGC,
009045,63,1904 $20 Liberty Gold MS63,2,004298672008,108,NGC,
009173,62,1922 $20 Saint Gaudens MS62,2,004257331023,108,NGC,
008511,64,1908-D $5 Indian Gold MS64,2,004068239001,108,NGC,
007950,62,1926 $2.50 Indian Gold MS62,2,004058863009,104,NGC,
009036,62,1899-S $20 Liberty Gold MS62,2,003859363013,104,NGC,
009014,58,1890-CC $20 Liberty Gold AU58,2,003736986002,108,NGC,
009046,62,1904-S $20 Liberty Gold MS62,2,003532747005,104,NGC,
007950,62,1926 $2.50 Indian Gold MS62,2,003422125010,108,NGC,
007950,62,1926 $2.50 Indian Gold MS62,2,003422120013,104,NGC,
008865,62,1910 $10 Indian Gold MS62,2,003194373005,104,NGC,
007950,62,1926 $2.50 Indian Gold MS62,2,002670022005,104,NGC,
007949,65,1925-D $2.50 Indian Gold MS65,2,002583606008,104,NGC,
009014,58,1890-CC $20 Liberty Gold AU58,2,002558635008,104,NGC,
009046,62,1904-S $20 Liberty Gold MS62,2,001213256059,104,NGC,
007949,65,1925-D $2.50 Indian Gold MS65,2,000453010007,104,NGC,
006706,64,1964 50C Kennedy Half Dollar MS64,2,,104,,
BUFF21,BU,2021 $50 Gold Buffalo BU,2,,104,Other,B
GBBRT1,**,1oz Britannia Gold Bar **,2,,108,Other,B
CML022,BU,2022 1oz Canada Silver Maple Leaf BU,2,,104,Other,B
BRTG25,BU,2025 1oz Gold Britannia BU,2,,108,Other,B
212726,70,2023-S $1 Peace Dollar CAC Graded PR70,2,,104,CAC Grading,
GAKA24,BU,2024 1oz Gold Australian Kangaroo BU,2,,104,Other,B
009959,69,2002 $1 Silver American Eagle MS69,2,,104,CAC Grading,
089975,69,2005 $1 SAE First Strike MS69,2,,104,,
FAL014,BU,2014 $5 Canada Peregrine Falcon BU,2,,104,,B
CMSS16,BU,2016 $5 Canada Silver Superman Shield BU,2,,104,,B
BRTC23,BU,2023 1oz Silver Britannia King Charles BU,2,,104,Other,B
009910,**,1996-P $1 Silver American Eagle PR**,2,,104,,
009852,BU,1991 $25 Gold American Eagle BU,2,,104,Other,
CGMG25,**,25 GR Canadian Gold Maplegram **,2,,108,,
009954,69,2001 $1 Silver American Eagle MS69,2,,104,Other,
COKE01,BU,1oz Silver Coca Cola Vintage Sign BU,2,,104,Other,B
BUFSQ1,BU,1/4oz Buffalo Silver Round BU,2,,104,,B
009866,70,1993 $1 Silver American Eagle MS70,2,,104,CAC Grading,
GCMBB1,**,Green Core Monster Box **,2,,104,,
CMLD18,BU,2018 1oz Canada Silver Maple Leaf Dog Privy BU,2,,104,Other,B
GCMBB1,**,Green Core Monster Box **,2,,104,Other,
099975,70,2005-W $1 Silver American Eagle PR70,2,,108,CAC Grading,
099959,70,2002-W $1 Silver American Eagle PR70,2,,108,CAC Grading,
GAET24,BU,2024 $5 Gold American Eagle BU,2,,104,,B
009912,70,1997 $1 Silver American Eagle MS70,2,,104,CAC Grading,
BULLT2,**,2 oz Silver Bullet **,2,,108,Other,B
CMLH24,BU,2024 1/2oz Gold Canadian Maple Leaf BU,2,,104,Other,
SAE024,70,2024 $1 Silver American Eagle MS70,2,,104,NGC,B
415534,70,2010-W $1 Silver American Eagle PR70,2,,108,CAC Grading,
535696,70,2015 $1 Silver American Eagle MS70,2,,108,CAC Grading,
877709,69,2021 $1 Morgan Dollar CC Privy MS69,2,,104,NGC,
PDAD24,70,2024-S $1 Peace Dollar CAC Adv Delivery PR70,2,,104,CAC Grading,
NRASR1,BU,1oz NRA Silver Round BU,2,,104,Other,B
NRAC23,**,2023 NRA Challenge Coin **,2,,104,Other,
521459,69,2014 $1 Silver American Eagle MS69,2,,104,CAC Grading,
570522,69,2016 $1 Silver American Eagle MS69,2,,104,NGC,
515913,70,2013 $1 Silver American Eagle MS70,2,,108,CAC Grading,
57052N,70,2016 $1 Silver American Eagle NGC MS70,2,,104,NGC,
MSFA21,70,2021-S $1 Morgan Dollar NGC Adv. Rel. MS70,2,,104,NGC,
515913,69,2013 $1 Silver American Eagle MS69,2,,104,CAC Grading,
008351,**,1880 $5 Liberty Gold **,2,,108,,
MNOA21,70,2021 $1 Morgan Dollar O Privy NGC Adv. Rel. MS70,2,,104,NGC,
923819,70,2023-S $1 Peace Dollar Reverse Proof PR70,2,,108,NGC,
SRH911,BU,2021 1oz 9/11 20th Anniv Silver Rnd in Holder BU,2,,104,Other,B
SRDT21,BU,2021 1oz Donald Trump Silver Round BU,2,,104,Other,B
616690,69,2017 $1 Silver American Eagle MS69,2,,104,NGC,
VET001,PR,1994 $1 Vietnam Veteran Memorial Silver Round PR,2,,104,NGC,
006707,65,1964-D 50C Kennedy Half Dollar MS65,2,,104,Other,
TRPR20,69,2020 (P) $1 Silver American Eagle Trump Label Red Core 69,2,,104,Other,
957341,69,2024 $1 Morgan Dollar MS69,2,,104,NGC,
006706,BU,1964 50C Kennedy Half Dollar BU,2,,104,Other,B
616690,70,2017 $1 Silver American Eagle MS70,2,,108,NGC,
617900,69,2016-W $1 Silver American Eagle Burnished MS69,2,,104,NGC,
009816,70,1988 $1 Silver American Eagle MS70,2,,104,CAC Grading,
536910,70,2015-W $1 Silver American Eagle PR70,2,,104,CAC Grading,
TSER20,70,2020 $1 Silver American Eagle Trump Red Core Label MS70,2,,104,Other,B
NRA021,BU,2021 1oz NRA Silver Round BU,2,,104,Other,B
GENSR1,BU,1oz Silver Round of Our Choice BU,2,,104,Other,B
WP0001,**,2013 W $1 Two Coin Set OMP   **,2,,104,,
000207,70,2013 W $1 Enhanced Finish ER Black SP70,2,,104,NGC,
AMCL21,BU,2021 1oz AMAC Lone Survivor Silver Round BU,2,,104,Other,B
APH021,BU,2021 1oz Silver Austrian Philharmonic BU,2,,104,,B
ASS525,BU,2025 5 oz Silver Australian Lunar Snake BU,2,,104,Other,B
923819,69,2023-S $1 Peace Dollar Reverse Proof PR69,2,,104,NGC,
AATH22,BU,2023 1oz Appeal To Heaven AMAC Round BU,2,,104,Other,B
SECS25,69,1986-2025 $1 Silver American Eagle CAC Set MS69,2,,108,CAC Grading,
JKHD10,**,$10 Tube of 90% Silver Half Dollars **,2,,104,Other,B
sae024,70,2024 $1 Silver American Eagle MS70,2,,104,CAC Grading,B
396411,70,2008-W $1 Burnished Silver Eagle Reverse 07 SP70,2,,104,Other,
SBRN20,69,2020-W $1 Silver American Eagle Burnished MS69,2,,104,Other,
SAEN23,70,2023 $1 Silver American Eagle NRA Label MS70,2,,104,,B
SBAL24,BU,2024 1oz Silver Britannia and Liberty BU,2,,104,,B
GSSB05,**,5 oz Golden State Mint Silver Bar **,2,,104,Other,
948780,70,2024-W $1 Silver American Eagle Burnished MS70,2,,104,CAC Grading,
006706,63,1964 50C Kennedy Half Dollar MS63,2,,104,,
JKHD10,**,$10 Tube of 90% Silver Half Dollars **,2,,108,Other,B
RLEK24,PR,2024 1 Kilo Silver The Lion and The Eagle PR,2,,104,Other,
SESW13,BU,2013-W $1 Silver American Eagle 2 Coin Set BU,2,,104,Other,
009846,70,1991 $1 Silver American Eagle MS70,2,,104,CAC Grading,
SRDMH1,BU,1/2oz Morgan Dollar Silver Round BU,2,,104,Other,B
687168,70,2019 $1 Silver American Eagle MS70,2,,104,NGC,
394657,BU,2008 D $1 James Monroe First Day Of Issue BU,2,,104,,
KOOK25,BU,2025 1oz Australian Silver Kookaburra BU,2,,104,Other,B
957341,70,2024 $1 Morgan Dollar MS70,2,,108,Other,
SET221,69,2021 $1 Silver American Eagle Type 2 MS69,2,,104,NGC,
009847,70,1991-S $1 Silver American Eagle PR70,2,,104,CAC Grading,
GPHG01,**,1 GR Perth Mint Gold Bar **,2,,104,Other,
sraz01,BU,1oz Aztec Calendar Silver Round BU,2,,108,Other,B
404423,**,2009 $1 Silver American Eagle **,2,,104,,B
675284,70,2018-W $50 Buffalo PR70,1,997272481,104,CAC Grading,
009805,69,1986 $25 Gold American Eagle MS69,1,996119313,108,CAC Grading,
853828,70,2021-W $100 Plat Amer Eag Free. of Rel. PR70,1,994943141,104,CAC Grading,
089989,70,2006-W $50 Gold American Eagle Burnished MS70,1,994001466,104,CAC Grading,
150437,70,2007 W $50 Platinum Amer. Eagle MS70,1,990009272,104,CAC Grading,
668341,70,2018-W $100 Platinum American Eagle - Life PR70,1,985044909,104,CAC Grading,
376107,70,2024 $1 230th Anniversary Flowing Hair HR Gold Coin CAC Adv Rel PR70,1,984669874,104,CAC Grading,
099775,70,1999-W $50 Platinum Amer. Eagle PR70,1,980230524,104,CAC Grading,
149577,70,2007-W $50 Platinum Amer. Eagle PR70,1,978921539,104,CAC Grading,
811472,70,2020-W $50 Proof Gold Buffalo PR70,1,977182113,104,CAC Grading,
948766,70,2024-W $50 Gold American Eagle Burnished MS70,1,973834208,104,CAC Grading,
099796,70,2002-W $50 Platinum Amer. Eagle PR70,1,973451901,104,CAC Grading,
PLAT25,70,2025-W $100 Plat Amer Eag Right to Petition Adv Rel 70,1,965432138,108,CAC Grading,
021128,70,2006-W $100 Platinum Amer. Eagle MS70,1,963458678,104,CAC Grading,
150437,70,2007 W $50 Platinum Amer. Eagle MS70,1,961482630,104,CAC Grading,
598615,70,2016-W $50 Gold American Eagle Burnished MS70,1,961037099,108,CAC Grading,
009805,69,1986 $25 Gold American Eagle MS69,1,957595311,108,CAC Grading,
395696,70,2008-W $10 Elizabeth Monroe MS70,1,956236505,104,CAC Grading,
393084,70,2008-W $100 Platinum Amer. Eagle MS70,1,955713273,104,CAC Grading,
150437,70,2007 W $50 Platinum Amer. Eagle MS70,1,953522099,104,CAC Grading,
418390,70,2010-W $10 Abigail Fillmore PR70,1,951786838,104,CAC Grading,
PLAT25,70,2025-W $100 Plat Amer Eag Right to Petition Adv Rel 70,1,945953603,108,CAC Grading,
150439,70,2007 W $100 Platinum Amer. Eagle MS70,1,94542563,104,CAC Grading,
404577,70,2009-W $10 Letitia Tyler PR70,1,942838163,104,CAC Grading,
150437,70,2007 W $50 Platinum Amer. Eagle MS70,1,942238625,104,CAC Grading,
021125,70,2006-W $10 Platinum Amer. Eagle MS70,1,939007668,104,CAC Grading,
861557,70,2021 $100 Platinum Amer. Eagle MS70,1,938464906,104,CAC Grading,
811472,70,2020-W $50 Proof Gold Buffalo PR70,1,934177727,104,CAC Grading,
924257,70,2023-S $1 Silver American Eagle PR70,1,933727446,108,CAC Grading,
677808,70,2018-W $50 Gold American Eagle Burnished MS70,1,932716769,104,CAC Grading,
099797,70,2002-W $100 Platinum Amer. Eagle PR70,1,929817450,104,CAC Grading,
861557,70,2021 $100 Platinum Amer. Eagle MS70,1,929175212,104,CAC Grading,
009805,69,1986 $25 Gold American Eagle MS69,1,921673813,108,CAC Grading,
150439,70,2007 W $100 Platinum Amer. Eagle MS70,1,920049914,104,CAC Grading,
009054,63,1907-S $20 Liberty Gold MS63,1,91766816,108,NGC,
811472,70,2020-W $50 Proof Gold Buffalo PR70,1,915223840,104,CAC Grading,
404577,70,2009-W $10 Letitia Tyler PR70,1,914878358,104,CAC Grading,
PLAT25,70,2025-W $100 Plat Amer Eag Right to Petition Adv Rel 70,1,907784305,108,CAC Grading,
099774,70,1999-W $25 Platinum Amer. Eagle PR70,1,905631449,104,CAC Grading,
861557,70,2021 $100 Platinum Amer. Eagle MS70,1,904754001,104,CAC Grading,
007939,64,1908 $2.50 Indian Gold MS64,1,90443410,108,NGC,
089989,70,2006-W $50 Gold American Eagle Burnished MS70,1,904290597,108,CAC Grading,
921104,70,2004-W $10 Platinum Amer. Eagle PR70,1,900899783,104,CAC Grading,
514673,70,2012-W $50 Gold American Eagle Burnished MS70,1,898881023,104,CAC Grading,
861557,70,2021 $100 Platinum Amer. Eagle MS70,1,898380945,104,CAC Grading,
346943,70,2024-W $10 Gold American Eagle Proof 70,1,897995675,104,CAC Grading,
393082,70,2008-W $50 Platinum Amer. Eagle MS70,1,895347129,104,CAC Grading,
847668,70,2024-W $100 Plat Amer Eag Right To Assemble PR70,1,893055929,108,CAC Grading,
099780,70,2000-W $25 Platinum Amer. Eagle PR70,1,884434228,104,CAC Grading,
948766,70,2024-W $50 Gold American Eagle Burnished MS70,1,880518605,104,CAC Grading,
021125,70,2006-W $10 Platinum Amer. Eagle MS70,1,877331933,104,CAC Grading,
021125,70,2006-W $10 Platinum Amer. Eagle MS70,1,875172088,104,CAC Grading,
418394,70,2010-W $10 Buchanans Liberty PR70,1,872058811,104,CAC Grading,
BURN19,70,2019-W $50 Gold American Eagle Burnished MS70,1,867250596,104,CAC Grading,
009805,69,1986 $25 Gold American Eagle MS69,1,865278416,108,CAC Grading,
418391,70,2010-W $10 Jane Pierce PR70,1,863420579,104,CAC Grading,
948766,70,2024-W $50 Gold American Eagle Burnished MS70,1,862445833,104,CAC Grading,
099782,70,2000-W $100 Platinum Amer. Eagle PR70,1,859778977,104,CAC Grading,
376107,70,2024 $1 230th Anniversary Flowing Hair HR Gold Coin CAC Adv Rel PR70,1,85781690,104,CAC Grading,
007942,64,1911 $2.50 Indian Gold MS64,1,85764105,108,PCGS,
