Coin_id,Grade,Description,Qty,Certification_no,Ownership,Grading_Serv,Type
861557,70,2021 $100 Platinum Amer. Eagle MS70,1,492505468,104,CAC Grading,
008520,64,1911 $5 Indian Gold MS64,1,49250128,108,PCGS CAC,
924257,70,2023-S $1 Silver American Eagle PR70,1,492180410,108,CAC Grading,
007939,65,1908 $2.50 Indian Gold MS65,1,49211311,104,PCGS,
008984,62,1877-S $20 Liberty Gold MS62,1,49188328,108,PCGS,
008984,62,1877-S $20 Liberty Gold MS62,1,49188322,108,PCGS,
008984,62,1877-S $20 Liberty Gold MS62,1,49188317,108,PCGS,
418390,70,2010-W $10 Abigail Fillmore PR70,1,491686507,104,CAC Grading,
009005,63,1885-S $20 Liberty Gold MS63,1,49150078,104,PCGS,
009013,62,1890 $20 Liberty Gold MS62,1,49149480,108,PCGS CAC,
009005,63,1885-S $20 Liberty Gold MS63,1,49149036,104,PCGS,
008516,61,1909-S $5 Indian Gold MS61,1,49111194,108,PCGS,
921116,70,2006-W $10 Platinum Amer. Eagle PR70,1,490691549,104,CAC Grading,
921116,70,2006-W $10 Platinum Amer. Eagle PR70,1,4904422968,104,CAC Grading,
009049,62,1906 $20 Liberty Gold MS62,1,49008376,108,PCGS,
009870,69,1993 $10 Gold American Eagle MS69,1,48993466,104,PCGS,
009880,70,1994 $10 Gold American Eagle MS70,1,48993119,108,PCGS,
009880,70,1994 $10 Gold American Eagle MS70,1,48993117,108,PCGS,
009002,64,1884-S $20 Liberty Gold MS64,1,48886434,104,PCGS,
021128,70,2006-W $100 Platinum Amer. Eagle MS70,1,48878374,104,NGC,
007948,64,1915 $2.50 Indian Gold MS64,1,48794354,104,PCGS,
009918,69,1997 $25 Gold American Eagle MS69,1,48755075,108,PCGS,
008880,62,1916-S $10 Indian Gold MS62,1,48743765,104,PCGS,
008751,63,1902-S $10 Liberty Gold MS63,1,48732954,104,PCGS,
009031,62,1897 $20 Liberty Gold MS62,1,48704657,104,PCGS,
009031,62,1897 $20 Liberty Gold MS62,1,48704655,104,PCGS,
009031,62,1897 $20 Liberty Gold MS62,1,48704652,104,PCGS,
SAE024,70,2024 $1 Silver American Eagle MS70,1,48588332,108,PCGS,B
008523,64,1912 $5 Indian Gold MS64,1,48588124,104,PCGS,
008523,64,1912 $5 Indian Gold MS64,1,48588113,104,PCGS,
009031,62,1897 $20 Liberty Gold MS62,1,48586452,104,PCGS,
009031,62,1897 $20 Liberty Gold MS62,1,48586418,104,PCGS,
008523,64,1912 $5 Indian Gold MS64,1,48579638,104,PCGS,
008523,64,1912 $5 Indian Gold MS64,1,48579634,104,PCGS,
008523,64,1912 $5 Indian Gold MS64,1,48579633,104,PCGS,
008523,64,1912 $5 Indian Gold MS64,1,48579629,104,PCGS,
008523,64,1912 $5 Indian Gold MS64,1,48579628,104,PCGS,
008523,64,1912 $5 Indian Gold MS64,1,48579622,104,PCGS,
008523,64,1912 $5 Indian Gold MS64,1,48579621,104,PCGS,
008523,64,1912 $5 Indian Gold MS64,1,48579596,104,PCGS,
008523,64,1912 $5 Indian Gold MS64,1,48579589,104,PCGS,
008523,64,1912 $5 Indian Gold MS64,1,48579588,104,PCGS,
007948,65,1915 $2.50 Indian Gold MS65,1,48572033,104,PCGS,
009387,67+,1936-D 50C TEXAS 67+,1,48547305,108,PCGS CAC,
008984,62,1877-S $20 Liberty Gold MS62,1,4854181016,108,NGC,
008517,63,1910 $5 Indian Gold MS63,1,48534114,104,PCGS,
008517,64,1910 $5 Indian Gold MS64,1,48534073,104,PCGS,
008517,63,1910 $5 Indian Gold MS63,1,48534028,104,PCGS,
008517,63,1910 $5 Indian Gold MS63,1,48534025,104,PCGS,
008517,63,1910 $5 Indian Gold MS63,1,48534024,104,PCGS,
008517,63,1910 $5 Indian Gold MS63,1,48534023,104,PCGS,
008520,64,1911 $5 Indian Gold MS64,1,48534008,104,PCGS,
008520,64,1911 $5 Indian Gold MS64,1,48534007,104,PCGS,
008520,64,1911 $5 Indian Gold MS64,1,48534002,104,PCGS,
008520,64,1911 $5 Indian Gold MS64,1,48533973,104,PCGS,
008520,64,1911 $5 Indian Gold MS64,1,48533953,104,PCGS,
008520,64,1911 $5 Indian Gold MS64,1,48533949,104,PCGS,
008520,64,1911 $5 Indian Gold MS64,1,48533942,104,PCGS,
008520,64,1911 $5 Indian Gold MS64,1,48533941,104,PCGS,
008520,64,1911 $5 Indian Gold MS64,1,48533933,104,PCGS,
008520,64,1911 $5 Indian Gold MS64,1,48533930,104,PCGS,
008520,64,1911 $5 Indian Gold MS64,1,48533929,104,PCGS,
008520,64,1911 $5 Indian Gold MS64,1,48533928,104,PCGS,
008520,64,1911 $5 Indian Gold MS64,1,48520571,104,PCGS,
008520,64,1911 $5 Indian Gold MS64,1,48520570,104,PCGS,
008520,64,1911 $5 Indian Gold MS64,1,48520558,104,PCGS,
008520,64,1911 $5 Indian Gold MS64,1,48520556,104,PCGS,
008520,64,1911 $5 Indian Gold MS64,1,48520538,104,PCGS,
008517,64,1910 $5 Indian Gold MS64,1,48520534,104,PCGS,
008517,64,1910 $5 Indian Gold MS64,1,48520530,104,PCGS,
008517,64,1910 $5 Indian Gold MS64,1,48520529,104,PCGS,
008517,64,1910 $5 Indian Gold MS64,1,48520528,104,PCGS,
008517,64,1910 $5 Indian Gold MS64,1,48520522,104,PCGS,
008517,64,1910 $5 Indian Gold MS64,1,48520521,104,PCGS,
008517,64,1910 $5 Indian Gold MS64,1,48520520,104,PCGS,
008517,64,1910 $5 Indian Gold MS64,1,48520519,104,PCGS,
008517,64,1910 $5 Indian Gold MS64,1,48520518,104,PCGS,
008517,64,1910 $5 Indian Gold MS64,1,48520517,104,PCGS,
008517,64,1910 $5 Indian Gold MS64,1,48520515,104,PCGS,
008517,64,1910 $5 Indian Gold MS64,1,48520509,108,PCGS,
008517,64,1910 $5 Indian Gold MS64,1,48520502,104,PCGS,
008517,63,1910 $5 Indian Gold MS63,1,48520496,104,PCGS,
008520,64,1911 $5 Indian Gold MS64,1,48520369,104,PCGS,
008517,64,1910 $5 Indian Gold MS64,1,48520281,104,PCGS,
008517,63,1910 $5 Indian Gold MS63,1,48520279,104,PCGS,
008517,63,1910 $5 Indian Gold MS63,1,48520278,104,PCGS,
008955,53,1869 $20 Liberty Gold AU53,1,48506968,108,PCGS,
008522,63,1911-S $5 Indian Gold MS63,1,48383225,104,PCGS,
007944,63,1912 $2.50 Indian Gold MS63,1,48284464,108,PCGS,
923818,70,2023-S $1 Morgan Dollar Reverse Proof PR70,1,48225519,108,PCGS,
923819,70,2023-S $1 Peace Dollar Reverse Proof PR70,1,48225518,108,PCGS,
923819,70,2023-S $1 Peace Dollar Reverse Proof PR70,1,48225517,108,PCGS,
923819,70,2023-S $1 Peace Dollar Reverse Proof PR70,1,48224200,108,PCGS,
923819,70,2023-S $1 Peace Dollar Reverse Proof PR70,1,48224199,108,PCGS,
923819,70,2023-S $1 Peace Dollar Reverse Proof PR70,1,48224198,108,PCGS,
009364,67,1936-D 50C RHODE ISLAND MS67,1,48136051,104,PCGS CAC,
009440,67+,WASH-CARV 50C Commemorative 1953-S 67+,1,48123560,104,PCGS CAC,
009031,62,1897 $20 Liberty Gold MS62,1,48106291,104,PCGS,
009904,69,1996 $10 Gold American Eagle MS69,1,48049200,104,PCGS,
007948,64,1915 $2.50 Indian Gold MS64,1,48045958,108,PCGS,
009033,64,1898 $20 Liberty Gold MS64,1,48042322,104,PCGS,
009933,69,1998 $10 Gold American Eagle MS69,1,48019921,104,PCGS,
009027,64,1895 $20 Liberty Gold MS64,1,47973199,104,PCGS,
008326,40,1872-CC $5 Liberty Gold EF40,1,47962775,104,PCGS,
009867,70,1993-P $1 Silver American Eagle PR70,1,47960240,108,PCGS,
008977,58,1876-CC $20 Liberty Gold AU58,1,47929150,108,PCGS,
393078,70,2008-W $10 Platinum Amer. Eagle MS70,1,47858926,104,PCGS,
009011,50,1889-CC $20 Liberty Gold AU50,1,47799168,104,PCGS,
009011,50,1889-CC $20 Liberty Gold AU50,1,47799166,108,PCGS,
099942,69,1999-W $10 Gold American Eagle With W MS69,1,47793294,108,CAC Grading,
008378,62,1891-CC $5 Liberty Gold MS62,1,47780776,104,PCGS,
008378,62,1891-CC $5 Liberty Gold MS62,1,47780763,104,PCGS,
008378,63,1891-CC $5 Liberty Gold MS63,1,47777285,104,PCGS,
008378,63,1891-CC $5 Liberty Gold MS63,1,47777238,104,PCGS,
008378,63,1891-CC $5 Liberty Gold MS63,1,47777232,104,PCGS,
007947,64,1914-D $2.50 Indian Gold MS64,1,47766516,104,PCGS,
009414,67+,BTW 50C Commemorative 1948-S 67+,1,47765798,104,PCGS CAC,
921101,70,2003-W $25 Platinum Amer. Eagle PR70,1,477607193,104,CAC Grading,
009324,67,1936 50C LYNCHBURG MS67,1,47728172,104,PCGS CAC,
009408,67+,BTW 50C Commemorative 1947 67+,1,47713301,104,PCGS CAC,
009328,67,1934 50C MARYLAND MS67,1,47713063,104,PCGS CAC,
009301,67+,1936 50C DELAWARE 67+,1,47689518,104,PCGS CAC,
008884,63,1932 $10 Indian Gold MS63,1,47675480,104,PCGS,
008513,62,1909 $5 Indian Gold MS62,1,47652610,104,PCGS,
008513,63,1909 $5 Indian Gold MS63,1,47639512,108,PCGS,
008999,58,1883-CC $20 Liberty Gold AU58,1,47583837,108,PCGS,
008999,55,1883-CC $20 Liberty Gold AU55,1,47583786,108,PCGS,
009229,67,1937 50C ANTIETAM MS67,1,47572990,108,PCGS CAC,
009025,62,1894 $20 Liberty Gold MS62,1,47567045,104,PCGS,
009025,62,1894 $20 Liberty Gold MS62,1,47567029,104,PCGS,
009262,67,BOONE 50C Commemorative 1935/34 MS67,1,47552948,108,PCGS CAC,
GAE023,70,2023 $50 Gold American Eagle MS70,1,47543779,104,NGC,B
009031,62,1897 $20 Liberty Gold MS62,1,47522750,104,PCGS,
915084,70,2023 $50 Gold Buffalo MS70,1,47493608,108,PCGS,
009031,62,1897 $20 Liberty Gold MS62,1,47485191,104,PCGS,
007947,63,1914-D $2.50 Indian Gold MS63,1,47402813,104,PCGS,
007944,64,1912 $2.50 Indian Gold MS64,1,47402811,104,PCGS,
009027,62,1895 $20 Liberty Gold MS62,1,47402120,104,PCGS,
008884,63,1932 $10 Indian Gold MS63,1,47401776,104,PCGS,
009036,63,1899-S $20 Liberty Gold MS63,1,47354706,104,PCGS,
009031,62,1897 $20 Liberty Gold MS62,1,47295009,104,PCGS,
009034,63+,1898-S $20 Liberty Gold 63+,1,47259701,108,PCGS CAC,
009031,62,1897 $20 Liberty Gold MS62,1,47259612,104,PCGS,
009031,62,1897 $20 Liberty Gold MS62,1,47214050,104,PCGS,
009877,70,1994-P $1 Silver American Eagle PR70,1,47190345,108,PCGS,
925280,70,2023-S $1 Morgan Silver Dollar PR70,1,47114441,108,PCGS,
925280,70,2023-S $1 Morgan Silver Dollar PR70,1,47114440,108,PCGS,
925280,70,2023-S $1 Morgan Silver Dollar PR70,1,47114439,108,PCGS,
925280,70,2023-S $1 Morgan Silver Dollar PR70,1,47114437,108,PCGS,
925280,70,2023-S $1 Morgan Silver Dollar PR70,1,47114436,108,PCGS,
925284,70,2023-S $1 Peace Dollar PR70,1,47112007,108,PCGS,
925284,70,2023-S $1 Peace Dollar PR70,1,47112006,108,PCGS,
925284,70,2023-S $1 Peace Dollar PR70,1,47112005,108,PCGS,
925284,70,2023-S $1 Peace Dollar PR70,1,47112001,108,PCGS,
925284,70,2023-S $1 Peace Dollar PR70,1,47112000,108,PCGS,
008532,63,1916-S $5 Indian Gold 63,1,47100224,108,PCGS,
PLAE22,70,2022-W 1oz Palladium American Eagle Reverse PR 70,1,47079684,104,PCGS,
PLAE22,70,2022-W 1oz Palladium American Eagle Reverse PR 70,1,47079682,108,NGC,
008997,55,1882-CC $20 Liberty Gold AU55,1,47008002,108,PCGS,
008997,53,1882-CC $20 Liberty Gold 53,1,47007999,108,PCGS,
GAEQ23,70,2023 $10 Gold American Eagle MS70,1,46996905,108,PCGS,B
GAEQ23,70,2023 $10 Gold American Eagle MS70,1,46996870,108,PCGS,B
SAE023,70,2023 $1 Silver American Eagle MS70,1,46994224,108,PCGS,
009031,62,1897 $20 Liberty Gold MS62,1,46900369,104,PCGS,
009031,62,1897 $20 Liberty Gold MS62,1,46900322,104,PCGS,
009031,62,1897 $20 Liberty Gold MS62,1,46900013,104,PCGS,
009867,70,1993-P $1 Silver American Eagle PR70,1,46829318,108,PCGS,
009867,70,1993-P $1 Silver American Eagle PR70,1,46829313,108,PCGS,
921100,70,2003-W $10 Platinum Amer. Eagle PR70,1,468212135,104,CAC Grading,
009031,62,1897 $20 Liberty Gold MS62,1,46800423,104,PCGS,
007942,63,1911 $2.50 Indian Gold MS63,1,46720039,104,PCGS,
009025,62,1894 $20 Liberty Gold MS62,1,46691379,104,PCGS,
009025,62,1894 $20 Liberty Gold MS62,1,46690717,104,PCGS,
009025,62,1894 $20 Liberty Gold MS62,1,46690702,104,PCGS,
008530,62,1915 $5 Indian Gold MS62,1,46672204,108,PCGS,
008530,63,1915 $5 Indian Gold MS63,1,46669215,108,PCGS,
008530,63,1915 $5 Indian Gold MS63,1,46669196,108,PCGS,
008530,63,1915 $5 Indian Gold MS63,1,46667810,104,PCGS,
008530,63,1915 $5 Indian Gold MS63,1,46667809,104,PCGS,
008530,63,1915 $5 Indian Gold MS63,1,46667808,104,PCGS,
008530,63,1915 $5 Indian Gold MS63,1,46667806,104,PCGS,
008530,63,1915 $5 Indian Gold MS63,1,46667793,104,PCGS,
008530,63,1915 $5 Indian Gold MS63,1,46667782,104,PCGS,
008530,63,1915 $5 Indian Gold MS63,1,46667771,104,PCGS,
008530,63,1915 $5 Indian Gold MS63,1,46667731,108,PCGS,
008530,63,1915 $5 Indian Gold MS63,1,46667729,104,PCGS,
008530,63,1915 $5 Indian Gold MS63,1,46664443,108,PCGS,
008530,64,1915 $5 Indian Gold MS64,1,46664198,108,PCGS,
008530,64,1915 $5 Indian Gold MS64,1,46664164,108,PCGS,
008530,63,1915 $5 Indian Gold MS63,1,46663070,108,PCGS,
008530,63,1915 $5 Indian Gold MS63,1,46663066,108,PCGS,
008530,63,1915 $5 Indian Gold MS63,1,46663061,108,PCGS,
008530,63,1915 $5 Indian Gold MS63,1,46663058,108,PCGS,
008530,63,1915 $5 Indian Gold MS63,1,46663055,108,PCGS,
008530,63,1915 $5 Indian Gold MS63,1,46663023,108,PCGS,
008530,63,1915 $5 Indian Gold MS63,1,46663021,108,PCGS,
008530,63,1915 $5 Indian Gold MS63,1,46663016,108,PCGS,
008530,63,1915 $5 Indian Gold MS63,1,46663011,108,PCGS,
009031,62,1897 $20 Liberty Gold MS62,1,46645793,104,PCGS,
921111,70,2005-W $100 Platinum Amer. Eagle PR70,1,466201291,104,CAC Grading,
009877,70,1994-P $1 Silver American Eagle PR70,1,46591033,108,PCGS,
009877,70,1994-P $1 Silver American Eagle PR70,1,46591031,108,PCGS,
009877,70,1994-P $1 Silver American Eagle PR70,1,46591028,108,PCGS,
009877,70,1994-P $1 Silver American Eagle PR70,1,46591027,108,PCGS,
009877,70,1994-P $1 Silver American Eagle PR70,1,46591026,108,PCGS,
008359,58,1882-CC $5 Liberty Gold AU58,1,46586096,104,PCGS CAC,
008359,58,1882-CC $5 Liberty Gold AU58,1,46586089,104,PCGS CAC,
009031,62,1897 $20 Liberty Gold MS62,1,46507218,104,PCGS,
009850,69,1991 $10 Gold American Eagle MS69,1,4645958034,108,NGC,
007953,65,1929 $2.50 Indian Gold MS65,1,46411285,108,PCGS,
099794,70,2002-W $10 Platinum Amer. Eagle PR70,1,463781393,104,CAC Grading,
007942,63,1911 $2.50 Indian Gold MS63,1,46373937,104,PCGS,
008378,62,1891-CC $5 Liberty Gold MS62,1,46255080,104,PCGS,
009032,63,1897-S $20 Liberty Gold MS63,1,46210182,108,PCGS,
007948,50,1915 $2.50 Indian Gold AU50,1,46184664,104,PCGS,
007945,64,1913 $2.50 Indian Gold MS64,1,46113619,108,PCGS,
009031,62,1897 $20 Liberty Gold MS62,1,46104179,104,PCGS,
418391,70,2010-W $10 Jane Pierce PR70,1,460245826,104,CAC Grading,
404423,69,2009 $1 Silver American Eagle MS69,1,4600182196,104,NGC,
008974,45,1875-CC $20 Liberty Gold 45,1,45992471,104,PCGS,
008380,58,1892-CC $5 Liberty Gold AU58,1,45974631,108,PCGS,
008356,53,1881-CC $5 Liberty Gold AU53,1,45965822,108,PCGS CAC,
008378,62,1891-CC $5 Liberty Gold MS62,1,45951921,108,PCGS,
008378,62,1891-CC $5 Liberty Gold MS62,1,45951898,104,PCGS,
008378,62,1891-CC $5 Liberty Gold MS62,1,45951897,108,PCGS,
008378,62,1891-CC $5 Liberty Gold MS62,1,45951883,104,PCGS,
008380,53,1892-CC $5 Liberty Gold AU53,1,45950800,108,PCGS,
008380,61,1892-CC $5 Liberty Gold MS61,1,45950540,108,PCGS,
008378,61,1891-CC $5 Liberty Gold MS61,1,45949094,108,PCGS,
008378,61,1891-CC $5 Liberty Gold MS61,1,45949082,108,PCGS,
008378,61,1891-CC $5 Liberty Gold MS61,1,45949081,108,PCGS,
008380,60,1892-CC $5 Liberty Gold MS60,1,45949018,108,PCGS,
006663,66,1952-S 50C Franklin Half Dollar MS66,1,45828926,104,PCGS,
009031,62,1897 $20 Liberty Gold MS62,1,45825963,104,PCGS,
007952,62,1928 $2.50 Indian Gold MS62,1,45821438,104,PCGS,
021125,70,2006-W $10 Platinum Amer. Eagle MS70,1,457489830,104,CAC Grading,
009031,62,1897 $20 Liberty Gold MS62,1,45747021,104,PCGS,
150437,70,2007 W $50 Platinum Amer. Eagle MS70,1,457465176,104,CAC Grading,
099776,70,1999-W $100 Platinum Amer. Eagle PR70,1,457084319,104,CAC Grading,
009867,70,1993-P $1 Silver American Eagle PR70,1,45698069,108,PCGS,
009877,70,1994-P $1 Silver American Eagle PR70,1,45684549,108,PCGS,
418390,70,2010-W $10 Abigail Fillmore PR70,1,456141226,104,CAC Grading,
009035,63,1899 $20 Liberty Gold MS63,1,45586362,104,PCGS,
079982,70,2006-W $10 Gold American Eagle Burnished MS70,1,4557246021,108,Other,
009029,63,1896 $20 Liberty Gold MS63,1,45555291,104,PCGS,
009029,63,1896 $20 Liberty Gold MS63,1,45555283,104,PCGS,
009025,63,1894 $20 Liberty Gold MS63,1,45544228,104,PCGS,
008989,55,1879-CC $20 Liberty Gold AU55,1,45540673,108,PCGS,
009818,69,1988 $5 Gold American Eagle MS69,1,45386725,104,PCGS,
009818,69,1988 $5 Gold American Eagle MS69,1,45386724,104,PCGS,
009818,69,1988 $5 Gold American Eagle MS69,1,45386722,104,PCGS,
009818,69,1988 $5 Gold American Eagle MS69,1,45386721,104,PCGS,
009818,69,1988 $5 Gold American Eagle MS69,1,45386711,104,PCGS,
009818,69,1988 $5 Gold American Eagle MS69,1,45386710,104,PCGS,
009818,69,1988 $5 Gold American Eagle MS69,1,45386709,104,PCGS,
009818,69,1988 $5 Gold American Eagle MS69,1,45386708,104,PCGS,
009818,69,1988 $5 Gold American Eagle MS69,1,453867,104,PCGS,
621295,70,2017-W $50 Gold American Eagle Proof 70,1,4528264301,104,,
621995,70,2017-W $25 Gold American Eagle Proof 70,1,4528204001,104,,
54321L,69,2016 5 oz Fort Moultrie ATB Label MS69,1,4522839069,104,NGC,
009018,63,1891-S $20 Liberty Gold MS63,1,45220908,104,PCGS,
616690,69,2017 $1 Silver American Eagle MS69,1,4521690471,104,NGC,
007947,62,1914-D $2.50 Indian Gold MS62,1,45086065,108,PCGS,
009025,63,1894 $20 Liberty Gold MS63,1,45056525,108,PCGS,
009022,63,1893 $20 Liberty Gold MS63,1,45029593,104,PCGS,
009022,63,1893 $20 Liberty Gold MS63,1,45029307,104,PCGS,
009032,64,1897-S $20 Liberty Gold MS64,1,45024942,104,PCGS,
007941,64,1910 $2.50 Indian Gold MS64,1,45003403,108,NGC,
008210,55,1842-D $5 Liberty Gold Small Date SM DATE AU55,1,44900603,104,NGC,
008519,62,1910-S $5 Indian Gold MS62,1,44875058,108,PCGS,
008519,62,1910-S $5 Indian Gold MS62,1,44849511,104,PCGS,
008522,58,1911-S $5 Indian Gold AU58,1,44838640,104,PCGS,
008524,62,1912-S $5 Indian Gold MS62,1,44836128,108,PCGS,
008524,62,1912-S $5 Indian Gold MS62,1,44836108,108,PCGS,
008524,62,1912-S $5 Indian Gold MS62,1,44836099,108,PCGS,
009316,68,1946 50C IOWA MS68,1,44822497,104,PCGS CAC,
007168,62,1886-O S$1 Morgan Dollar MS62,1,44756126,104,PCGS,
009229,67+,1937 50C ANTIETAM 67+,1,44755674,104,PCGS CAC,
008880,62,1916-S $10 Indian Gold MS62,1,44719271,108,PCGS,
009810,69,1987 $5 Gold American Eagle MS69,1,44715188,104,PCGS,
009810,69,1987 $5 Gold American Eagle MS69,1,44649127,104,PCGS,
009036,63,1899-S $20 Liberty Gold MS63,1,44623880,104,PCGS,
009810,69,1987 $5 Gold American Eagle MS69,1,44572727,104,PCGS,
009810,69,1987 $5 Gold American Eagle MS69,1,44572724,104,NGC,
891257,70,2021-W $10 Gold American Eagle With W Type 2 70,1,44562927,104,PCGS,
891257,70,2021-W $10 Gold American Eagle With W Type 2 70,1,44562926,104,PCGS,
668341,70,2018-W $100 Platinum American Eagle - Life PR70,1,444119482,104,CAC Grading,
891257,70,2021-W $10 Gold American Eagle With W Type 2 70,1,44390317,104,PCGS,
891257,70,2021-W $10 Gold American Eagle With W Type 2 70,1,44390302,104,PCGS,
891257,70,2021-W $10 Gold American Eagle With W Type 2 70,1,44390294,104,PCGS,
008521,58,1911-D $5 Indian Gold AU58,1,44370854,104,PCGS,
MPAP21,70,2021 $1 Morgan Dollar PCGS Adv. Rel. MS70,1,44295094,104,PCGS,
MPAP21,70,2021 $1 Morgan Dollar PCGS Adv. Rel. MS70,1,44295093,104,PCGS,
MPAP21,70,2021 $1 Morgan Dollar PCGS Adv. Rel. MS70,1,44295092,104,PCGS,
MPAP21,70,2021 $1 Morgan Dollar PCGS Adv. Rel. MS70,1,44295091,104,PCGS,
MPAP21,70,2021 $1 Morgan Dollar PCGS Adv. Rel. MS70,1,44295090,104,PCGS,
MPAP21,70,2021 $1 Morgan Dollar PCGS Adv. Rel. MS70,1,44295089,104,PCGS,
MPAP21,70,2021 $1 Morgan Dollar PCGS Adv. Rel. MS70,1,44295088,104,PCGS,
MPAP21,70,2021 $1 Morgan Dollar PCGS Adv. Rel. MS70,1,44295087,104,Other,
MSAP21,70,2021-S $1 Morgan Dollar PCGS Adv. Rel. MS70,1,44294953,104,Other,
009034,62,1898-S $20 Liberty Gold MS62,1,44279222,104,PCGS,
009034,62,1898-S $20 Liberty Gold MS62,1,44279221,104,PCGS,
009034,62,1898-S $20 Liberty Gold MS62,1,44279210,104,PCGS,
007144,66,1883-CC S$1 Morgan Dollar MS66,1,44219630,104,PCGS,
007160,67,1885-CC S$1 Morgan Dollar 67,1,44163914,104,PCGS,
504966,69,2010 5 oz Yellowstone ATB MS69,1,4400099006,104,NGC,
504967,69,2010 5 oz Yosemite ATB MS69,1,4400089059,104,NGC,
570535,70,2016-W $5 Gold American Eagle Proof PF70,1,4397899076,104,,
570536,70,2016-W $10 Gold American Eagle Proof PF70,1,4397897123,104,,
570537,70,2016-W $25 Gold American Eagle Proof PF70,1,4397351082,104,,
009029,63,1896 $20 Liberty Gold MS63,1,43952709,104,PCGS,
9037GH,64,1900 $20 Granite Lady Hoard 64,1,4394855004,104,NGC,
8733NO,61,1895-O $10 Liberty New Orleans Gold Hoard MS61,1,4394665003,104,NGC,
009036,63,1899-S $20 Liberty Gold MS63,1,43942891,104,NGC,
008380,50,1892-CC $5 Liberty Gold AU50,1,43891250,108,PCGS,
009962,69,2002 $25 Gold American Eagle MS69,1,43889964,104,PCGS,
009036,63,1899-S $20 Liberty Gold MS63,1,43818123,104,PCGS,
009036,63,1899-S $20 Liberty Gold MS63,1,43818122,104,PCGS,
948766,70,2024-W $50 Gold American Eagle Burnished MS70,1,438147152,104,CAC Grading,
SAE022,70,2022 $1 Silver American Eagle MS70,1,43807659,108,PCGS,
149577,70,2007-W $50 Platinum Amer. Eagle PR70,1,434590479,104,CAC Grading,
009021,63,1892-S $20 Liberty Gold MS63,1,43343792,104,PCGS,
009021,63,1892-S $20 Liberty Gold MS63,1,43343783,104,PCGS,
009034,62,1898-S $20 Liberty Gold MS62,1,43274802,104,PCGS,
009034,62,1898-S $20 Liberty Gold MS62,1,43274801,104,PCGS,
009034,62,1898-S $20 Liberty Gold MS62,1,43274800,104,PCGS,
009034,62,1898-S $20 Liberty Gold MS62,1,43274799,104,PCGS,
009305,67+,1936 50C GETTYSBURG MS67+,1,43215141,104,PCGS CAC,
009305,67+,1936 50C GETTYSBURG MS67+,1,43215137,104,PCGS CAC,
009305,67+,1936 50C GETTYSBURG MS67+,1,43215128,104,PCGS CAC,
099940,69,1999-W $5 Gold American Eagle With W MS69,1,43190290,108,PCGS,
BURN19,70,2019-W $50 Gold American Eagle Burnished MS70,1,43138963,104,PCGS,
8601GH,53,1849 $10 Granite Lady Hoard AU53,1,4307205138,108,NGC,
8616GH,58,1855 $10 Granite Lady Hoard AU58,1,4305214169,104,NGC,
8975gh,60,1875-S $20 Liberty Gold Granite Lady Hoard 60,1,4304230078,104,NGC,
8960gh,60,1871 $20 Liberty Gold Granite Lady Hoard 60,1,4304230005,104,NGC,
8966GH,58,1873 $20 Liberty Gold Granite Lady Hoard C/3 58,1,4304226097,104,NGC,
8966gh,55,1873 $20 Liberty Gold Granite Lady Hoard C/3 55,1,4304170119,104,NGC,
8973gh,61,1875 $20 Liberty Gold Granite Lady Hoard 61,1,4303923018,108,NGC,
009027,64,1895 $20 Liberty Gold MS64,1,42996210,108,NGC,
009037,63,1900 $20 Liberty Gold MS63,1,42975327,104,PCGS,
009037,63,1900 $20 Liberty Gold MS63,1,42975243,108,PCGS,
009037,62,1900 $20 Liberty Gold MS62,1,42911876,104,PCGS,
009037,64,1900 $20 Liberty Gold MS64,1,42910077,104,PCGS,
009037,63,1900 $20 Liberty Gold MS63,1,42910012,104,PCGS,
008999,55,1883-CC $20 Liberty Gold AU55,1,42764762,108,PCGS,
008867,62,1910-S $10 Indian Gold MS62,1,42764580,108,PCGS,
393064,70,2008-W $10 Gold American Eagle Burnished MS70,1,426920526,108,CAC Grading,
008999,45,1883-CC $20 Liberty Gold EF45,1,42652550,108,PCGS,
007949,66,1925-D $2.50 Indian Gold MS66,1,42633258,104,PCGS CAC,
9801SF,70,1986 (S) $1 Silver American Eagle MS70,1,426146246,104,CAC Grading,
009936,70,1998-W $25 Gold American Eagle PR 70,1,425702901,104,CAC Grading,
009027,64+,1895 $20 Liberty Gold 64+,1,42510800,104,PCGS CAC,
009035,63,1899 $20 Liberty Gold MS63,1,42483828,104,NGC,
009035,63,1899 $20 Liberty Gold MS63,1,42483826,104,NGC,
009035,63,1899 $20 Liberty Gold MS63,1,42483599,104,PCGS,
009035,63,1899 $20 Liberty Gold MS63,1,42483598,104,PCGS,
009035,63,1899 $20 Liberty Gold MS63,1,42483597,104,PCGS,
668341,70,2018-W $100 Platinum American Eagle - Life PR70,1,42474002,104,PCGS,
009030,63,1896-S $20 Liberty Gold MS63,1,42437846,104,PCGS,
009030,63,1896-S $20 Liberty Gold MS63,1,42437845,104,PCGS,
009030,63,1896-S $20 Liberty Gold MS63,1,42437843,104,PCGS,
009030,63,1896-S $20 Liberty Gold MS63,1,42437842,104,PCGS,
009030,63,1896-S $20 Liberty Gold MS63,1,42437838,104,PCGS,
009030,63,1896-S $20 Liberty Gold MS63,1,42437837,104,PCGS,
009029,63,1896 $20 Liberty Gold MS63,1,42437833,104,PCGS,
